n,instance_idx,seed,due_model,due_range,due_tardiness,memo_mode,memo_cleaning,branch_rule,memo_capacity,best_sum_tardiness,time_ms,nodes,leaves,pruned_by_bound,pruned_by_memo_exact,pruned_by_memo_lb,memo_hits,memo_misses,memo_inserts,memo_updates,memo_evictions,memo_peak_size,memo_final_size,status,error
798,0,798003319,potts,0.6,0.6,solution,lufo,decomposition,12155567,1073813,50.6407,3644,1,0,0,0,0,0,0,0,0,0,0,ok,
799,0,799003322,potts,0.6,0.6,solution,lufo,decomposition,12155567,966830,53.7054,3590,1,0,0,0,0,0,0,0,0,0,0,ok,
800,0,800003325,potts,0.6,0.6,solution,lufo,decomposition,12155567,1119089,50.0015,3670,1,0,0,0,0,0,0,0,0,0,0,ok,
801,0,801003328,potts,0.6,0.6,solution,lufo,decomposition,12155567,1129441,51.0604,3640,1,0,0,0,0,0,0,0,0,0,0,ok,
802,0,802003331,potts,0.6,0.6,solution,lufo,decomposition,12155567,1051389,50.3736,3666,1,0,0,0,0,0,0,0,0,0,0,ok,
803,0,803003334,potts,0.6,0.6,solution,lufo,decomposition,12155567,1060302,53.5509,3588,1,0,0,0,0,0,0,0,0,0,0,ok,
804,0,804003337,potts,0.6,0.6,solution,lufo,decomposition,12155567,931518,48.9987,3614,1,0,0,0,0,0,0,0,0,0,0,ok,
805,0,805003340,potts,0.6,0.6,solution,lufo,decomposition,12155567,1057581,55.972,3654,1,0,0,0,0,0,0,0,0,0,0,ok,
806,0,806003343,potts,0.6,0.6,solution,lufo,decomposition,12155567,986509,58.0576,3644,1,0,0,0,0,0,0,0,0,0,0,ok,
807,0,807003346,potts,0.6,0.6,solution,lufo,decomposition,12155567,1038384,53.9285,3736,1,0,0,0,0,0,0,0,0,0,0,ok,
808,0,808003349,potts,0.6,0.6,solution,lufo,decomposition,12155567,1042928,49.7469,3668,1,0,0,0,0,0,0,0,0,0,0,ok,
809,0,809003352,potts,0.6,0.6,solution,lufo,decomposition,12155567,1035629,49.7612,3670,1,0,0,0,0,0,0,0,0,0,0,ok,
810,0,810003355,potts,0.6,0.6,solution,lufo,decomposition,12155567,889728,50.8017,3690,1,0,0,0,0,0,0,0,0,0,0,ok,
811,0,811003358,potts,0.6,0.6,solution,lufo,decomposition,12155567,1145139,51.8216,3638,1,0,0,0,0,0,0,0,0,0,0,ok,
812,0,812003361,potts,0.6,0.6,solution,lufo,decomposition,12155567,938277,55.0673,3662,1,0,0,0,0,0,0,0,0,0,0,ok,
813,0,813003364,potts,0.6,0.6,solution,lufo,decomposition,12155567,996353,52.4402,3750,1,0,0,0,0,0,0,0,0,0,0,ok,
814,0,814003367,potts,0.6,0.6,solution,lufo,decomposition,12155567,946907,52.2498,3706,1,0,0,0,0,0,0,0,0,0,0,ok,
815,0,815003370,potts,0.6,0.6,solution,lufo,decomposition,12155567,1153599,51.2301,3690,1,0,0,0,0,0,0,0,0,0,0,ok,
816,0,816003373,potts,0.6,0.6,solution,lufo,decomposition,12155567,1014853,56.6896,3774,1,0,0,0,0,0,0,0,0,0,0,ok,
817,0,817003376,potts,0.6,0.6,solution,lufo,decomposition,12155567,1122420,64.2898,3696,1,0,0,0,0,0,0,0,0,0,0,ok,
818,0,818003379,potts,0.6,0.6,solution,lufo,decomposition,12155567,897810,55.4734,3686,1,0,0,0,0,0,0,0,0,0,0,ok,
819,0,819003382,potts,0.6,0.6,solution,lufo,decomposition,12155567,997927,52.7872,3752,1,0,0,0,0,0,0,0,0,0,0,ok,
820,0,820003385,potts,0.6,0.6,solution,lufo,decomposition,12155567,1008792,51.6498,3734,1,0,0,0,0,0,0,0,0,0,0,ok,
821,0,821003388,potts,0.6,0.6,solution,lufo,decomposition,12155567,1056850,56.2128,3698,1,0,0,0,0,0,0,0,0,0,0,ok,
822,0,822003391,potts,0.6,0.6,solution,lufo,decomposition,12155567,1110367,51.653,3696,1,0,0,0,0,0,0,0,0,0,0,ok,
823,0,823003394,potts,0.6,0.6,solution,lufo,decomposition,12155567,1031193,56.8445,3656,1,0,0,0,0,0,0,0,0,0,0,ok,
824,0,824003397,potts,0.6,0.6,solution,lufo,decomposition,12155567,1093561,51.3532,3696,1,0,0,0,0,0,0,0,0,0,0,ok,
825,0,825003400,potts,0.6,0.6,solution,lufo,decomposition,12155567,1089679,53.5862,3754,1,0,0,0,0,0,0,0,0,0,0,ok,
826,0,826003403,potts,0.6,0.6,solution,lufo,decomposition,12155567,1151587,52.0202,3792,1,0,0,0,0,0,0,0,0,0,0,ok,
827,0,827003406,potts,0.6,0.6,solution,lufo,decomposition,12155567,1313825,58.0623,3742,1,0,0,0,0,0,0,0,0,0,0,ok,
828,0,828003409,potts,0.6,0.6,solution,lufo,decomposition,12155567,1236077,52.123,3716,1,0,0,0,0,0,0,0,0,0,0,ok,
829,0,829003412,potts,0.6,0.6,solution,lufo,decomposition,12155567,1010308,54.5781,3862,1,0,0,0,0,0,0,0,0,0,0,ok,
830,0,830003415,potts,0.6,0.6,solution,lufo,decomposition,12155567,1096569,53.7896,3778,1,0,0,0,0,0,0,0,0,0,0,ok,
831,0,831003418,potts,0.6,0.6,solution,lufo,decomposition,12155567,1115413,55.0218,3776,1,0,0,0,0,0,0,0,0,0,0,ok,
832,0,832003421,potts,0.6,0.6,solution,lufo,decomposition,12155567,1210995,57.0463,3782,1,0,0,0,0,0,0,0,0,0,0,ok,
833,0,833003424,potts,0.6,0.6,solution,lufo,decomposition,11930464,1128785,55.6661,3824,1,0,0,0,0,0,0,0,0,0,0,ok,
834,0,834003427,potts,0.6,0.6,solution,lufo,decomposition,11930464,1033634,57.1121,3762,1,0,0,0,0,0,0,0,0,0,0,ok,
835,0,835003430,potts,0.6,0.6,solution,lufo,decomposition,11930464,976159,55.3845,3802,1,0,0,0,0,0,0,0,0,0,0,ok,
836,0,836003433,potts,0.6,0.6,solution,lufo,decomposition,11930464,1048476,53.9339,3820,1,0,0,0,0,0,0,0,0,0,0,ok,
837,0,837003436,potts,0.6,0.6,solution,lufo,decomposition,11930464,972907,54.9971,3790,1,0,0,0,0,0,0,0,0,0,0,ok,
838,0,838003439,potts,0.6,0.6,solution,lufo,decomposition,11930464,1166782,54.5081,3800,1,0,0,0,0,0,0,0,0,0,0,ok,
839,0,839003442,potts,0.6,0.6,solution,lufo,decomposition,11930464,1176701,54.8621,3810,1,0,0,0,0,0,0,0,0,0,0,ok,
840,0,840003445,potts,0.6,0.6,solution,lufo,decomposition,11930464,987622,56.4585,3832,1,0,0,0,0,0,0,0,0,0,0,ok,
841,0,841003448,potts,0.6,0.6,solution,lufo,decomposition,11930464,1112396,54.8424,3754,1,0,0,0,0,0,0,0,0,0,0,ok,
842,0,842003451,potts,0.6,0.6,solution,lufo,decomposition,11930464,1096732,57.7228,3760,1,0,0,0,0,0,0,0,0,0,0,ok,
843,0,843003454,potts,0.6,0.6,solution,lufo,decomposition,11930464,1158857,55.4346,3850,1,0,0,0,0,0,0,0,0,0,0,ok,
844,0,844003457,potts,0.6,0.6,solution,lufo,decomposition,11930464,1182533,56.3394,3910,1,0,0,0,0,0,0,0,0,0,0,ok,
845,0,845003460,potts,0.6,0.6,solution,lufo,decomposition,11930464,1186085,55.7309,3798,1,0,0,0,0,0,0,0,0,0,0,ok,
846,0,846003463,potts,0.6,0.6,solution,lufo,decomposition,11930464,1189164,56.9822,3822,1,0,0,0,0,0,0,0,0,0,0,ok,
847,0,847003466,potts,0.6,0.6,solution,lufo,decomposition,11930464,1057066,58.2656,3832,1,0,0,0,0,0,0,0,0,0,0,ok,
848,0,848003469,potts,0.6,0.6,solution,lufo,decomposition,11930464,1117053,57.0484,3868,1,0,0,0,0,0,0,0,0,0,0,ok,
849,0,849003472,potts,0.6,0.6,solution,lufo,decomposition,11930464,1112514,58.6344,3848,1,0,0,0,0,0,0,0,0,0,0,ok,
850,0,850003475,potts,0.6,0.6,solution,lufo,decomposition,11930464,1099798,62.6316,3890,1,0,0,0,0,0,0,0,0,0,0,ok,
851,0,851003478,potts,0.6,0.6,solution,lufo,decomposition,11930464,1276994,58.0196,3846,1,0,0,0,0,0,0,0,0,0,0,ok,
852,0,852003481,potts,0.6,0.6,solution,lufo,decomposition,11930464,1132009,56.5288,3854,1,0,0,0,0,0,0,0,0,0,0,ok,
853,0,853003484,potts,0.6,0.6,solution,lufo,decomposition,11930464,1200339,55.5251,3828,1,0,0,0,0,0,0,0,0,0,0,ok,
854,0,854003487,potts,0.6,0.6,solution,lufo,decomposition,11930464,1129854,56.4458,3880,1,0,0,0,0,0,0,0,0,0,0,ok,
855,0,855003490,potts,0.6,0.6,solution,lufo,decomposition,11930464,1192429,57.6238,3850,1,0,0,0,0,0,0,0,0,0,0,ok,
856,0,856003493,potts,0.6,0.6,solution,lufo,decomposition,11930464,1244500,56.622,3874,1,0,0,0,0,0,0,0,0,0,0,ok,
857,0,857003496,potts,0.6,0.6,solution,lufo,decomposition,11930464,1078038,56.2878,3884,1,0,0,0,0,0,0,0,0,0,0,ok,
858,0,858003499,potts,0.6,0.6,solution,lufo,decomposition,11930464,1240511,57.2008,3878,1,0,0,0,0,0,0,0,0,0,0,ok,
859,0,859003502,potts,0.6,0.6,solution,lufo,decomposition,11930464,1164660,58.1208,3942,1,0,0,0,0,0,0,0,0,0,0,ok,
860,0,860003505,potts,0.6,0.6,solution,lufo,decomposition,11930464,1093043,57.8848,3920,1,0,0,0,0,0,0,0,0,0,0,ok,
861,0,861003508,potts,0.6,0.6,solution,lufo,decomposition,11930464,1265175,64.8322,3876,1,0,0,0,0,0,0,0,0,0,0,ok,
862,0,862003511,potts,0.6,0.6,solution,lufo,decomposition,11930464,1296752,63.8151,3890,1,0,0,0,0,0,0,0,0,0,0,ok,
863,0,863003514,potts,0.6,0.6,solution,lufo,decomposition,11930464,1256119,60.2091,3848,1,0,0,0,0,0,0,0,0,0,0,ok,
864,0,864003517,potts,0.6,0.6,solution,lufo,decomposition,11930464,1331091,59.4635,3922,1,0,0,0,0,0,0,0,0,0,0,ok,
865,0,865003520,potts,0.6,0.6,solution,lufo,decomposition,11930464,1088380,58.8891,3942,1,0,0,0,0,0,0,0,0,0,0,ok,
866,0,866003523,potts,0.6,0.6,solution,lufo,decomposition,11930464,1243789,57.6651,3928,1,0,0,0,0,0,0,0,0,0,0,ok,
867,0,867003526,potts,0.6,0.6,solution,lufo,decomposition,11930464,1241471,58.4607,3934,1,0,0,0,0,0,0,0,0,0,0,ok,
868,0,868003529,potts,0.6,0.6,solution,lufo,decomposition,11930464,1210637,59.6344,3954,1,0,0,0,0,0,0,0,0,0,0,ok,
869,0,869003532,potts,0.6,0.6,solution,lufo,decomposition,11930464,1190263,62.3491,3954,1,0,0,0,0,0,0,0,0,0,0,ok,
870,0,870003535,potts,0.6,0.6,solution,lufo,decomposition,11930464,1375100,60.8594,3984,1,0,0,0,0,0,0,0,0,0,0,ok,
871,0,871003538,potts,0.6,0.6,solution,lufo,decomposition,11930464,1193207,60.6087,3962,1,0,0,0,0,0,0,0,0,0,0,ok,
872,0,872003541,potts,0.6,0.6,solution,lufo,decomposition,11930464,1158006,59.9949,3998,1,0,0,0,0,0,0,0,0,0,0,ok,
873,0,873003544,potts,0.6,0.6,solution,lufo,decomposition,11930464,1293320,59.8378,3956,1,0,0,0,0,0,0,0,0,0,0,ok,
874,0,874003547,potts,0.6,0.6,solution,lufo,decomposition,11930464,1106977,63.2275,3962,1,0,0,0,0,0,0,0,0,0,0,ok,
875,0,875003550,potts,0.6,0.6,solution,lufo,decomposition,11930464,1263263,59.3096,3964,1,0,0,0,0,0,0,0,0,0,0,ok,
876,0,876003553,potts,0.6,0.6,solution,lufo,decomposition,11930464,1241897,59.631,3930,1,0,0,0,0,0,0,0,0,0,0,ok,
877,0,877003556,potts,0.6,0.6,solution,lufo,decomposition,11930464,1230526,59.7788,3996,1,0,0,0,0,0,0,0,0,0,0,ok,
878,0,878003559,potts,0.6,0.6,solution,lufo,decomposition,11930464,1215985,62.4694,3964,1,0,0,0,0,0,0,0,0,0,0,ok,
879,0,879003562,potts,0.6,0.6,solution,lufo,decomposition,11930464,1268142,60.6289,4006,1,0,0,0,0,0,0,0,0,0,0,ok,
880,0,880003565,potts,0.6,0.6,solution,lufo,decomposition,11930464,1281636,61.2331,3998,1,0,0,0,0,0,0,0,0,0,0,ok,
881,0,881003568,potts,0.6,0.6,solution,lufo,decomposition,11930464,1261450,65.0727,4032,1,0,0,0,0,0,0,0,0,0,0,ok,
882,0,882003571,potts,0.6,0.6,solution,lufo,decomposition,11930464,1362800,59.5077,3956,1,0,0,0,0,0,0,0,0,0,0,ok,
883,0,883003574,potts,0.6,0.6,solution,lufo,decomposition,11930464,1069397,61.0139,3980,1,0,0,0,0,0,0,0,0,0,0,ok,
884,0,884003577,potts,0.6,0.6,solution,lufo,decomposition,11930464,1323489,60.3809,3960,1,0,0,0,0,0,0,0,0,0,0,ok,
885,0,885003580,potts,0.6,0.6,solution,lufo,decomposition,11930464,1327393,60.4398,3972,1,0,0,0,0,0,0,0,0,0,0,ok,
886,0,886003583,potts,0.6,0.6,solution,lufo,decomposition,11930464,1220410,68.4197,3990,1,0,0,0,0,0,0,0,0,0,0,ok,
887,0,887003586,potts,0.6,0.6,solution,lufo,decomposition,11930464,1299884,69.2646,4026,1,0,0,0,0,0,0,0,0,0,0,ok,
888,0,888003589,potts,0.6,0.6,solution,lufo,decomposition,11930464,1273745,61.5154,3950,1,0,0,0,0,0,0,0,0,0,0,ok,
889,0,889003592,potts,0.6,0.6,solution,lufo,decomposition,11930464,1303440,61.3595,3984,1,0,0,0,0,0,0,0,0,0,0,ok,
890,0,890003595,potts,0.6,0.6,solution,lufo,decomposition,11930464,1264959,67.8891,4020,1,0,0,0,0,0,0,0,0,0,0,ok,
891,0,891003598,potts,0.6,0.6,solution,lufo,decomposition,11930464,1222144,65.0272,4038,1,0,0,0,0,0,0,0,0,0,0,ok,
892,0,892003601,potts,0.6,0.6,solution,lufo,decomposition,11930464,1291705,69.1828,4032,1,0,0,0,0,0,0,0,0,0,0,ok,
893,0,893003604,potts,0.6,0.6,solution,lufo,decomposition,11930464,1265135,67.0499,4056,1,0,0,0,0,0,0,0,0,0,0,ok,
894,0,894003607,potts,0.6,0.6,solution,lufo,decomposition,11930464,1366171,70.6055,3996,1,0,0,0,0,0,0,0,0,0,0,ok,
895,0,895003610,potts,0.6,0.6,solution,lufo,decomposition,11930464,1192224,64.9354,4072,1,0,0,0,0,0,0,0,0,0,0,ok,
896,0,896003613,potts,0.6,0.6,solution,lufo,decomposition,11930464,1126971,68.6267,4084,1,0,0,0,0,0,0,0,0,0,0,ok,
897,0,897003616,potts,0.6,0.6,solution,lufo,decomposition,11713547,1399673,64.6981,4068,1,0,0,0,0,0,0,0,0,0,0,ok,
898,0,898003619,potts,0.6,0.6,solution,lufo,decomposition,11713547,1331779,63.3257,4102,1,0,0,0,0,0,0,0,0,0,0,ok,
899,0,899003622,potts,0.6,0.6,solution,lufo,decomposition,11713547,1319217,64.4435,4086,1,0,0,0,0,0,0,0,0,0,0,ok,
900,0,900003625,potts,0.6,0.6,solution,lufo,decomposition,11713547,1281045,64.8372,4070,1,0,0,0,0,0,0,0,0,0,0,ok,
901,0,901003628,potts,0.6,0.6,solution,lufo,decomposition,11713547,1620858,67.1076,4090,1,0,0,0,0,0,0,0,0,0,0,ok,
902,0,902003631,potts,0.6,0.6,solution,lufo,decomposition,11713547,1308850,63.9283,4062,1,0,0,0,0,0,0,0,0,0,0,ok,
903,0,903003634,potts,0.6,0.6,solution,lufo,decomposition,11713547,1275514,64.65,4040,1,0,0,0,0,0,0,0,0,0,0,ok,
904,0,904003637,potts,0.6,0.6,solution,lufo,decomposition,11713547,1319824,65.0193,4116,1,0,0,0,0,0,0,0,0,0,0,ok,
905,0,905003640,potts,0.6,0.6,solution,lufo,decomposition,11713547,1223988,66.3956,4134,1,0,0,0,0,0,0,0,0,0,0,ok,
906,0,906003643,potts,0.6,0.6,solution,lufo,decomposition,11713547,1358464,65.5799,4146,1,0,0,0,0,0,0,0,0,0,0,ok,
907,0,907003646,potts,0.6,0.6,solution,lufo,decomposition,11713547,1355465,64.1242,4066,1,0,0,0,0,0,0,0,0,0,0,ok,
908,0,908003649,potts,0.6,0.6,solution,lufo,decomposition,11713547,1369793,73.2577,4132,1,0,0,0,0,0,0,0,0,0,0,ok,
909,0,909003652,potts,0.6,0.6,solution,lufo,decomposition,11713547,1323777,65.8194,4128,1,0,0,0,0,0,0,0,0,0,0,ok,
910,0,910003655,potts,0.6,0.6,solution,lufo,decomposition,11713547,1366405,70.9398,4188,1,0,0,0,0,0,0,0,0,0,0,ok,
911,0,911003658,potts,0.6,0.6,solution,lufo,decomposition,11713547,1163903,66.1865,4164,1,0,0,0,0,0,0,0,0,0,0,ok,
912,0,912003661,potts,0.6,0.6,solution,lufo,decomposition,11713547,1317464,69.4438,4184,1,0,0,0,0,0,0,0,0,0,0,ok,
913,0,913003664,potts,0.6,0.6,solution,lufo,decomposition,11713547,1136354,67.3169,4150,1,0,0,0,0,0,0,0,0,0,0,ok,
914,0,914003667,potts,0.6,0.6,solution,lufo,decomposition,11713547,1486659,71.4039,4104,1,0,0,0,0,0,0,0,0,0,0,ok,
915,0,915003670,potts,0.6,0.6,solution,lufo,decomposition,11713547,1482232,75.7094,4188,1,0,0,0,0,0,0,0,0,0,0,ok,
916,0,916003673,potts,0.6,0.6,solution,lufo,decomposition,11713547,1313346,68.1601,4150,1,0,0,0,0,0,0,0,0,0,0,ok,
917,0,917003676,potts,0.6,0.6,solution,lufo,decomposition,11713547,1339528,68.5856,4164,1,0,0,0,0,0,0,0,0,0,0,ok,
918,0,918003679,potts,0.6,0.6,solution,lufo,decomposition,11713547,1389234,68.4819,4080,1,0,0,0,0,0,0,0,0,0,0,ok,
919,0,919003682,potts,0.6,0.6,solution,lufo,decomposition,11713547,1388014,72.4388,4196,1,0,0,0,0,0,0,0,0,0,0,ok,
920,0,920003685,potts,0.6,0.6,solution,lufo,decomposition,11713547,1315000,67.094,4166,1,0,0,0,0,0,0,0,0,0,0,ok,
921,0,921003688,potts,0.6,0.6,solution,lufo,decomposition,11713547,1451490,69.6056,4188,1,0,0,0,0,0,0,0,0,0,0,ok,
922,0,922003691,potts,0.6,0.6,solution,lufo,decomposition,11713547,1498345,80.1538,4186,1,0,0,0,0,0,0,0,0,0,0,ok,
923,0,923003694,potts,0.6,0.6,solution,lufo,decomposition,11713547,1288679,68.6399,4218,1,0,0,0,0,0,0,0,0,0,0,ok,
924,0,924003697,potts,0.6,0.6,solution,lufo,decomposition,11713547,1332781,71.8176,4164,1,0,0,0,0,0,0,0,0,0,0,ok,
925,0,925003700,potts,0.6,0.6,solution,lufo,decomposition,11713547,1311915,73.3079,4208,1,0,0,0,0,0,0,0,0,0,0,ok,
926,0,926003703,potts,0.6,0.6,solution,lufo,decomposition,11713547,1388469,67.2536,4210,1,0,0,0,0,0,0,0,0,0,0,ok,
927,0,927003706,potts,0.6,0.6,solution,lufo,decomposition,11713547,1445197,76.9536,4206,1,0,0,0,0,0,0,0,0,0,0,ok,
928,0,928003709,potts,0.6,0.6,solution,lufo,decomposition,11713547,1336152,69.0218,4262,1,0,0,0,0,0,0,0,0,0,0,ok,
929,0,929003712,potts,0.6,0.6,solution,lufo,decomposition,11713547,1406581,68.4517,4234,1,0,0,0,0,0,0,0,0,0,0,ok,
930,0,930003715,potts,0.6,0.6,solution,lufo,decomposition,11713547,1443264,67.9995,4170,1,0,0,0,0,0,0,0,0,0,0,ok,
931,0,931003718,potts,0.6,0.6,solution,lufo,decomposition,11713547,1344806,69.3428,4214,1,0,0,0,0,0,0,0,0,0,0,ok,
932,0,932003721,potts,0.6,0.6,solution,lufo,decomposition,11713547,1289812,68.1264,4288,1,0,0,0,0,0,0,0,0,0,0,ok,
933,0,933003724,potts,0.6,0.6,solution,lufo,decomposition,11713547,1429440,68.0612,4240,1,0,0,0,0,0,0,0,0,0,0,ok,
934,0,934003727,potts,0.6,0.6,solution,lufo,decomposition,11713547,1392722,69.462,4238,1,0,0,0,0,0,0,0,0,0,0,ok,
935,0,935003730,potts,0.6,0.6,solution,lufo,decomposition,11713547,1403759,69.483,4240,1,0,0,0,0,0,0,0,0,0,0,ok,
936,0,936003733,potts,0.6,0.6,solution,lufo,decomposition,11713547,1587180,68.965,4216,1,0,0,0,0,0,0,0,0,0,0,ok,
937,0,937003736,potts,0.6,0.6,solution,lufo,decomposition,11713547,1375692,69.8372,4246,1,0,0,0,0,0,0,0,0,0,0,ok,
938,0,938003739,potts,0.6,0.6,solution,lufo,decomposition,11713547,1451563,74.3816,4246,1,0,0,0,0,0,0,0,0,0,0,ok,
939,0,939003742,potts,0.6,0.6,solution,lufo,decomposition,11713547,1267445,78.2877,4228,1,0,0,0,0,0,0,0,0,0,0,ok,
940,0,940003745,potts,0.6,0.6,solution,lufo,decomposition,11713547,1432097,71.4916,4304,1,0,0,0,0,0,0,0,0,0,0,ok,
941,0,941003748,potts,0.6,0.6,solution,lufo,decomposition,11713547,1494253,76.0605,4244,1,0,0,0,0,0,0,0,0,0,0,ok,
942,0,942003751,potts,0.6,0.6,solution,lufo,decomposition,11713547,1281838,70.5389,4242,1,0,0,0,0,0,0,0,0,0,0,ok,
943,0,943003754,potts,0.6,0.6,solution,lufo,decomposition,11713547,1456510,70.5698,4254,1,0,0,0,0,0,0,0,0,0,0,ok,
944,0,944003757,potts,0.6,0.6,solution,lufo,decomposition,11713547,1428400,74.4139,4282,1,0,0,0,0,0,0,0,0,0,0,ok,
945,0,945003760,potts,0.6,0.6,solution,lufo,decomposition,11713547,1529544,69.9112,4246,1,0,0,0,0,0,0,0,0,0,0,ok,
946,0,946003763,potts,0.6,0.6,solution,lufo,decomposition,11713547,1381934,69.7804,4270,1,0,0,0,0,0,0,0,0,0,0,ok,
947,0,947003766,potts,0.6,0.6,solution,lufo,decomposition,11713547,1278055,72.733,4308,1,0,0,0,0,0,0,0,0,0,0,ok,
948,0,948003769,potts,0.6,0.6,solution,lufo,decomposition,11713547,1342691,72.7895,4270,1,0,0,0,0,0,0,0,0,0,0,ok,
949,0,949003772,potts,0.6,0.6,solution,lufo,decomposition,11713547,1544120,72.4275,4304,1,0,0,0,0,0,0,0,0,0,0,ok,
950,0,950003775,potts,0.6,0.6,solution,lufo,decomposition,11713547,1461706,77.2575,4336,1,0,0,0,0,0,0,0,0,0,0,ok,
951,0,951003778,potts,0.6,0.6,solution,lufo,decomposition,11713547,1598149,73.004,4314,1,0,0,0,0,0,0,0,0,0,0,ok,
952,0,952003781,potts,0.6,0.6,solution,lufo,decomposition,11713547,1415399,71.6275,4286,1,0,0,0,0,0,0,0,0,0,0,ok,
953,0,953003784,potts,0.6,0.6,solution,lufo,decomposition,11713547,1423018,72.7552,4346,1,0,0,0,0,0,0,0,0,0,0,ok,
954,0,954003787,potts,0.6,0.6,solution,lufo,decomposition,11713547,1388932,72.3558,4336,1,0,0,0,0,0,0,0,0,0,0,ok,
955,0,955003790,potts,0.6,0.6,solution,lufo,decomposition,11713547,1489154,72.6189,4302,1,0,0,0,0,0,0,0,0,0,0,ok,
956,0,956003793,potts,0.6,0.6,solution,lufo,decomposition,11713547,1479540,75.5469,4346,1,0,0,0,0,0,0,0,0,0,0,ok,
957,0,957003796,potts,0.6,0.6,solution,lufo,decomposition,11713547,1515563,72.7284,4388,1,0,0,0,0,0,0,0,0,0,0,ok,
958,0,958003799,potts,0.6,0.6,solution,lufo,decomposition,11713547,1334493,79.6777,4422,1,0,0,0,0,0,0,0,0,0,0,ok,
959,0,959003802,potts,0.6,0.6,solution,lufo,decomposition,11713547,1599821,79.3312,4404,1,0,0,0,0,0,0,0,0,0,0,ok,
960,0,960003805,potts,0.6,0.6,solution,lufo,decomposition,11713547,1457636,76.298,4386,1,0,0,0,0,0,0,0,0,0,0,ok,
961,0,961003808,potts,0.6,0.6,solution,lufo,decomposition,11504376,1596587,83.6764,4380,1,0,0,0,0,0,0,0,0,0,0,ok,
962,0,962003811,potts,0.6,0.6,solution,lufo,decomposition,11504376,1546241,72.5201,4358,1,0,0,0,0,0,0,0,0,0,0,ok,
963,0,963003814,potts,0.6,0.6,solution,lufo,decomposition,11504376,1435568,82.1447,4364,1,0,0,0,0,0,0,0,0,0,0,ok,
964,0,964003817,potts,0.6,0.6,solution,lufo,decomposition,11504376,1377795,78.7256,4414,1,0,0,0,0,0,0,0,0,0,0,ok,
965,0,965003820,potts,0.6,0.6,solution,lufo,decomposition,11504376,1551870,74.0204,4360,1,0,0,0,0,0,0,0,0,0,0,ok,
966,0,966003823,potts,0.6,0.6,solution,lufo,decomposition,11504376,1479775,76.6758,4404,1,0,0,0,0,0,0,0,0,0,0,ok,
967,0,967003826,potts,0.6,0.6,solution,lufo,decomposition,11504376,1367246,75.0377,4404,1,0,0,0,0,0,0,0,0,0,0,ok,
968,0,968003829,potts,0.6,0.6,solution,lufo,decomposition,11504376,1421468,78.9333,4324,1,0,0,0,0,0,0,0,0,0,0,ok,
969,0,969003832,potts,0.6,0.6,solution,lufo,decomposition,11504376,1486567,75.7958,4402,1,0,0,0,0,0,0,0,0,0,0,ok,
970,0,970003835,potts,0.6,0.6,solution,lufo,decomposition,11504376,1524551,74.5742,4364,1,0,0,0,0,0,0,0,0,0,0,ok,
971,0,971003838,potts,0.6,0.6,solution,lufo,decomposition,11504376,1488599,78.7923,4366,1,0,0,0,0,0,0,0,0,0,0,ok,
972,0,972003841,potts,0.6,0.6,solution,lufo,decomposition,11504376,1567311,81.5925,4336,1,0,0,0,0,0,0,0,0,0,0,ok,
973,0,973003844,potts,0.6,0.6,solution,lufo,decomposition,11504376,1420235,75.759,4398,1,0,0,0,0,0,0,0,0,0,0,ok,
974,0,974003847,potts,0.6,0.6,solution,lufo,decomposition,11504376,1538391,84.0595,4400,1,0,0,0,0,0,0,0,0,0,0,ok,
975,0,975003850,potts,0.6,0.6,solution,lufo,decomposition,11504376,1404255,79.8683,4460,1,0,0,0,0,0,0,0,0,0,0,ok,
976,0,976003853,potts,0.6,0.6,solution,lufo,decomposition,11504376,1544472,75.0467,4396,1,0,0,0,0,0,0,0,0,0,0,ok,
977,0,977003856,potts,0.6,0.6,solution,lufo,decomposition,11504376,1336972,76.0726,4424,1,0,0,0,0,0,0,0,0,0,0,ok,
978,0,978003859,potts,0.6,0.6,solution,lufo,decomposition,11504376,1485154,81.9881,4454,1,0,0,0,0,0,0,0,0,0,0,ok,
979,0,979003862,potts,0.6,0.6,solution,lufo,decomposition,11504376,1606901,83.5629,4422,1,0,0,0,0,0,0,0,0,0,0,ok,
980,0,980003865,potts,0.6,0.6,solution,lufo,decomposition,11504376,1358738,78.3024,4428,1,0,0,0,0,0,0,0,0,0,0,ok,
981,0,981003868,potts,0.6,0.6,solution,lufo,decomposition,11504376,1496919,77.0695,4442,1,0,0,0,0,0,0,0,0,0,0,ok,
982,0,982003871,potts,0.6,0.6,solution,lufo,decomposition,11504376,1540268,77.796,4452,1,0,0,0,0,0,0,0,0,0,0,ok,
983,0,983003874,potts,0.6,0.6,solution,lufo,decomposition,11504376,1400540,78.022,4456,1,0,0,0,0,0,0,0,0,0,0,ok,
984,0,984003877,potts,0.6,0.6,solution,lufo,decomposition,11504376,1494722,79.1868,4508,1,0,0,0,0,0,0,0,0,0,0,ok,
985,0,985003880,potts,0.6,0.6,solution,lufo,decomposition,11504376,1605349,82.7032,4514,1,0,0,0,0,0,0,0,0,0,0,ok,
986,0,986003883,potts,0.6,0.6,solution,lufo,decomposition,11504376,1553178,79.8353,4510,1,0,0,0,0,0,0,0,0,0,0,ok,
