n,instance_idx,seed,due_model,due_range,due_tardiness,memo_mode,memo_cleaning,branch_rule,memo_capacity,best_sum_tardiness,time_ms,nodes,leaves,pruned_by_bound,pruned_by_memo_exact,pruned_by_memo_lb,memo_hits,memo_misses,memo_inserts,memo_updates,memo_evictions,memo_peak_size,memo_final_size,status,error
25,0,25001000,potts,0.6,0.6,solution,lru,decomposition,15713294,592,0.0372,100,1,0,0,0,0,0,0,0,0,0,0,ok,
26,0,26001003,potts,0.6,0.6,solution,lru,decomposition,15713294,1904,0.0393,108,1,0,0,0,0,0,0,0,0,0,0,ok,
27,0,27001006,potts,0.6,0.6,solution,lru,decomposition,15713294,1591,0.0348,106,1,0,0,0,0,0,0,0,0,0,0,ok,
28,0,28001009,potts,0.6,0.6,solution,lru,decomposition,15713294,1100,0.0389,114,1,0,0,0,0,0,0,0,0,0,0,ok,
29,0,29001012,potts,0.6,0.6,solution,lru,decomposition,15713294,1295,0.0401,122,1,0,0,0,0,0,0,0,0,0,0,ok,
30,0,30001015,potts,0.6,0.6,solution,lru,decomposition,15713294,2150,0.0395,118,1,0,0,0,0,0,0,0,0,0,0,ok,
31,0,31001018,potts,0.6,0.6,solution,lru,decomposition,15713294,1288,0.0504,136,1,0,0,0,0,0,0,0,0,0,0,ok,
32,0,32001021,potts,0.6,0.6,solution,lru,decomposition,15713294,2412,0.0436,126,1,0,0,0,0,0,0,0,0,0,0,ok,
33,0,33001024,potts,0.6,0.6,solution,lru,decomposition,15713294,2600,0.0449,130,1,0,0,0,0,0,0,0,0,0,0,ok,
34,0,34001027,potts,0.6,0.6,solution,lru,decomposition,15713294,2647,0.0569,148,1,0,0,0,0,0,0,0,0,0,0,ok,
35,0,35001030,potts,0.6,0.6,solution,lru,decomposition,15713294,2152,0.0567,150,1,0,0,0,0,0,0,0,0,0,0,ok,
36,0,36001033,potts,0.6,0.6,solution,lru,decomposition,15713294,1782,0.0593,156,1,0,0,0,0,0,0,0,0,0,0,ok,
37,0,37001036,potts,0.6,0.6,solution,lru,decomposition,15713294,4112,0.0665,164,1,0,0,0,0,0,0,0,0,0,0,ok,
38,0,38001039,potts,0.6,0.6,solution,lru,decomposition,15713294,1960,0.0709,160,1,0,0,0,0,0,0,0,0,0,0,ok,
39,0,39001042,potts,0.6,0.6,solution,lru,decomposition,15713294,3104,0.0736,164,1,0,0,0,0,0,0,0,0,0,0,ok,
40,0,40001045,potts,0.6,0.6,solution,lru,decomposition,15713294,2463,0.0758,174,1,0,0,0,0,0,0,0,0,0,0,ok,
41,0,41001048,potts,0.6,0.6,solution,lru,decomposition,15713294,3631,0.0713,170,1,0,0,0,0,0,0,0,0,0,0,ok,
42,0,42001051,potts,0.6,0.6,solution,lru,decomposition,15713294,4608,0.0798,182,1,0,0,0,0,0,0,0,0,0,0,ok,
43,0,43001054,potts,0.6,0.6,solution,lru,decomposition,15713294,3504,0.0802,178,1,0,0,0,0,0,0,0,0,0,0,ok,
