n,instance_idx,seed,due_model,due_range,due_tardiness,memo_mode,memo_cleaning,branch_rule,memo_capacity,best_sum_tardiness,time_ms,nodes,leaves,pruned_by_bound,pruned_by_memo_exact,pruned_by_memo_lb,memo_hits,memo_misses,memo_inserts,memo_updates,memo_evictions,memo_peak_size,memo_final_size,status,error
630,0,630002815,potts,0.6,0.6,solution,lru,decomposition,12884901,651449,27.4912,2824,1,0,0,0,0,0,0,0,0,0,0,ok,
631,0,631002818,potts,0.6,0.6,solution,lru,decomposition,12884901,777604,28.1232,2892,1,0,0,0,0,0,0,0,0,0,0,ok,
632,0,632002821,potts,0.6,0.6,solution,lru,decomposition,12884901,660179,29.1023,2892,1,0,0,0,0,0,0,0,0,0,0,ok,
633,0,633002824,potts,0.6,0.6,solution,lru,decomposition,12884901,607901,27.8464,2832,1,0,0,0,0,0,0,0,0,0,0,ok,
634,0,634002827,potts,0.6,0.6,solution,lru,decomposition,12884901,574659,28.8775,2876,1,0,0,0,0,0,0,0,0,0,0,ok,
635,0,635002830,potts,0.6,0.6,solution,lru,decomposition,12884901,729485,28.6643,2866,1,0,0,0,0,0,0,0,0,0,0,ok,
636,0,636002833,potts,0.6,0.6,solution,lru,decomposition,12884901,631593,29.4047,2900,1,0,0,0,0,0,0,0,0,0,0,ok,
637,0,637002836,potts,0.6,0.6,solution,lru,decomposition,12884901,650918,29.2689,2900,1,0,0,0,0,0,0,0,0,0,0,ok,
638,0,638002839,potts,0.6,0.6,solution,lru,decomposition,12884901,557558,27.9285,2872,1,0,0,0,0,0,0,0,0,0,0,ok,
639,0,639002842,potts,0.6,0.6,solution,lru,decomposition,12884901,621378,29.0601,2900,1,0,0,0,0,0,0,0,0,0,0,ok,
640,0,640002845,potts,0.6,0.6,solution,lru,decomposition,12884901,635453,28.6927,2892,1,0,0,0,0,0,0,0,0,0,0,ok,
641,0,641002848,potts,0.6,0.6,solution,lru,decomposition,12632256,676729,28.1998,2884,1,0,0,0,0,0,0,0,0,0,0,ok,
642,0,642002851,potts,0.6,0.6,solution,lru,decomposition,12632256,668210,28.7851,2880,1,0,0,0,0,0,0,0,0,0,0,ok,
643,0,643002854,potts,0.6,0.6,solution,lru,decomposition,12632256,758805,28.5898,2898,1,0,0,0,0,0,0,0,0,0,0,ok,
644,0,644002857,potts,0.6,0.6,solution,lru,decomposition,12632256,706528,29.7727,2968,1,0,0,0,0,0,0,0,0,0,0,ok,
645,0,645002860,potts,0.6,0.6,solution,lru,decomposition,12632256,656068,29.0717,2954,1,0,0,0,0,0,0,0,0,0,0,ok,
646,0,646002863,potts,0.6,0.6,solution,lru,decomposition,12632256,653164,29.0103,2952,1,0,0,0,0,0,0,0,0,0,0,ok,
647,0,647002866,potts,0.6,0.6,solution,lru,decomposition,12632256,650224,29.8251,2924,1,0,0,0,0,0,0,0,0,0,0,ok,
648,0,648002869,potts,0.6,0.6,solution,lru,decomposition,12632256,675611,29.3683,2944,1,0,0,0,0,0,0,0,0,0,0,ok,
649,0,649002872,potts,0.6,0.6,solution,lru,decomposition,12632256,702806,30.1289,2966,1,0,0,0,0,0,0,0,0,0,0,ok,
650,0,650002875,potts,0.6,0.6,solution,lru,decomposition,12632256,631216,29.6022,2942,1,0,0,0,0,0,0,0,0,0,0,ok,
651,0,651002878,potts,0.6,0.6,solution,lru,decomposition,12632256,664501,29.9846,2956,1,0,0,0,0,0,0,0,0,0,0,ok,
652,0,652002881,potts,0.6,0.6,solution,lru,decomposition,12632256,723004,29.4384,2904,1,0,0,0,0,0,0,0,0,0,0,ok,
653,0,653002884,potts,0.6,0.6,solution,lru,decomposition,12632256,697550,29.2424,2952,1,0,0,0,0,0,0,0,0,0,0,ok,
654,0,654002887,potts,0.6,0.6,solution,lru,decomposition,12632256,694258,29.6225,2946,1,0,0,0,0,0,0,0,0,0,0,ok,
655,0,655002890,potts,0.6,0.6,solution,lru,decomposition,12632256,665137,30.6531,2996,1,0,0,0,0,0,0,0,0,0,0,ok,
656,0,656002893,potts,0.6,0.6,solution,lru,decomposition,12632256,775401,29.7906,2970,1,0,0,0,0,0,0,0,0,0,0,ok,
657,0,657002896,potts,0.6,0.6,solution,lru,decomposition,12632256,721512,30.9415,3028,1,0,0,0,0,0,0,0,0,0,0,ok,
658,0,658002899,potts,0.6,0.6,solution,lru,decomposition,12632256,797502,30.5456,2962,1,0,0,0,0,0,0,0,0,0,0,ok,
659,0,659002902,potts,0.6,0.6,solution,lru,decomposition,12632256,756533,30.7209,3016,1,0,0,0,0,0,0,0,0,0,0,ok,
660,0,660002905,potts,0.6,0.6,solution,lru,decomposition,12632256,656218,30.7629,2978,1,0,0,0,0,0,0,0,0,0,0,ok,
661,0,661002908,potts,0.6,0.6,solution,lru,decomposition,12632256,628367,30.7806,2980,1,0,0,0,0,0,0,0,0,0,0,ok,
662,0,662002911,potts,0.6,0.6,solution,lru,decomposition,12632256,778879,30.2374,2950,1,0,0,0,0,0,0,0,0,0,0,ok,
663,0,663002914,potts,0.6,0.6,solution,lru,decomposition,12632256,727764,31.1673,3042,1,0,0,0,0,0,0,0,0,0,0,ok,
664,0,664002917,potts,0.6,0.6,solution,lru,decomposition,12632256,722178,31.4529,3056,1,0,0,0,0,0,0,0,0,0,0,ok,
665,0,665002920,potts,0.6,0.6,solution,lru,decomposition,12632256,774365,30.9656,3022,1,0,0,0,0,0,0,0,0,0,0,ok,
666,0,666002923,potts,0.6,0.6,solution,lru,decomposition,12632256,664667,30.4464,3006,1,0,0,0,0,0,0,0,0,0,0,ok,
667,0,667002926,potts,0.6,0.6,solution,lru,decomposition,12632256,709566,33.4344,2994,1,0,0,0,0,0,0,0,0,0,0,ok,
668,0,668002929,potts,0.6,0.6,solution,lru,decomposition,12632256,683944,31.4104,3034,1,0,0,0,0,0,0,0,0,0,0,ok,
669,0,669002932,potts,0.6,0.6,solution,lru,decomposition,12632256,597226,31.4556,3046,1,0,0,0,0,0,0,0,0,0,0,ok,
670,0,670002935,potts,0.6,0.6,solution,lru,decomposition,12632256,672148,31.842,3048,1,0,0,0,0,0,0,0,0,0,0,ok,
671,0,671002938,potts,0.6,0.6,solution,lru,decomposition,12632256,753761,32.2803,3086,1,0,0,0,0,0,0,0,0,0,0,ok,
672,0,672002941,potts,0.6,0.6,solution,lru,decomposition,12632256,618487,32.0956,3096,1,0,0,0,0,0,0,0,0,0,0,ok,
673,0,673002944,potts,0.6,0.6,solution,lru,decomposition,12632256,766049,31.7931,3026,1,0,0,0,0,0,0,0,0,0,0,ok,
674,0,674002947,potts,0.6,0.6,solution,lru,decomposition,12632256,683500,31.0424,3022,1,0,0,0,0,0,0,0,0,0,0,ok,
675,0,675002950,potts,0.6,0.6,solution,lru,decomposition,12632256,716667,32.9068,3076,1,0,0,0,0,0,0,0,0,0,0,ok,
676,0,676002953,potts,0.6,0.6,solution,lru,decomposition,12632256,703610,31.8517,3040,1,0,0,0,0,0,0,0,0,0,0,ok,
677,0,677002956,potts,0.6,0.6,solution,lru,decomposition,12632256,740489,32.1972,3068,1,0,0,0,0,0,0,0,0,0,0,ok,
678,0,678002959,potts,0.6,0.6,solution,lru,decomposition,12632256,713032,32.8731,3056,1,0,0,0,0,0,0,0,0,0,0,ok,
679,0,679002962,potts,0.6,0.6,solution,lru,decomposition,12632256,665386,33.3202,3102,1,0,0,0,0,0,0,0,0,0,0,ok,
680,0,680002965,potts,0.6,0.6,solution,lru,decomposition,12632256,734764,33.9359,3100,1,0,0,0,0,0,0,0,0,0,0,ok,
681,0,681002968,potts,0.6,0.6,solution,lru,decomposition,12632256,669058,33.4125,3130,1,0,0,0,0,0,0,0,0,0,0,ok,
682,0,682002971,potts,0.6,0.6,solution,lru,decomposition,12632256,631352,32.7709,3086,1,0,0,0,0,0,0,0,0,0,0,ok,
683,0,683002974,potts,0.6,0.6,solution,lru,decomposition,12632256,758346,32.9359,3104,1,0,0,0,0,0,0,0,0,0,0,ok,
684,0,684002977,potts,0.6,0.6,solution,lru,decomposition,12632256,716631,34.1401,3132,1,0,0,0,0,0,0,0,0,0,0,ok,
685,0,685002980,potts,0.6,0.6,solution,lru,decomposition,12632256,691703,33.1315,3144,1,0,0,0,0,0,0,0,0,0,0,ok,
686,0,686002983,potts,0.6,0.6,solution,lru,decomposition,12632256,697142,33.4028,3124,1,0,0,0,0,0,0,0,0,0,0,ok,
687,0,687002986,potts,0.6,0.6,solution,lru,decomposition,12632256,837769,33.5208,3090,1,0,0,0,0,0,0,0,0,0,0,ok,
688,0,688002989,potts,0.6,0.6,solution,lru,decomposition,12632256,714487,33.3534,3100,1,0,0,0,0,0,0,0,0,0,0,ok,
689,0,689002992,potts,0.6,0.6,solution,lru,decomposition,12632256,760922,33.6941,3116,1,0,0,0,0,0,0,0,0,0,0,ok,
690,0,690002995,potts,0.6,0.6,solution,lru,decomposition,12632256,740881,34.3209,3156,1,0,0,0,0,0,0,0,0,0,0,ok,
691,0,691002998,potts,0.6,0.6,solution,lru,decomposition,12632256,711982,33.8068,3106,1,0,0,0,0,0,0,0,0,0,0,ok,
692,0,692003001,potts,0.6,0.6,solution,lru,decomposition,12632256,705412,33.838,3114,1,0,0,0,0,0,0,0,0,0,0,ok,
693,0,693003004,potts,0.6,0.6,solution,lru,decomposition,12632256,713328,33.9281,3104,1,0,0,0,0,0,0,0,0,0,0,ok,
694,0,694003007,potts,0.6,0.6,solution,lru,decomposition,12632256,913917,34.4467,3166,1,0,0,0,0,0,0,0,0,0,0,ok,
695,0,695003010,potts,0.6,0.6,solution,lru,decomposition,12632256,764539,33.9129,3102,1,0,0,0,0,0,0,0,0,0,0,ok,
696,0,696003013,potts,0.6,0.6,solution,lru,decomposition,12632256,932241,33.9043,3126,1,0,0,0,0,0,0,0,0,0,0,ok,
697,0,697003016,potts,0.6,0.6,solution,lru,decomposition,12632256,804476,35.023,3172,1,0,0,0,0,0,0,0,0,0,0,ok,
698,0,698003019,potts,0.6,0.6,solution,lru,decomposition,12632256,831104,34.5552,3120,1,0,0,0,0,0,0,0,0,0,0,ok,
699,0,699003022,potts,0.6,0.6,solution,lru,decomposition,12632256,812568,36.5428,3206,1,0,0,0,0,0,0,0,0,0,0,ok,
700,0,700003025,potts,0.6,0.6,solution,lru,decomposition,12632256,733703,34.2868,3136,1,0,0,0,0,0,0,0,0,0,0,ok,
701,0,701003028,potts,0.6,0.6,solution,lru,decomposition,12632256,828588,35.0002,3164,1,0,0,0,0,0,0,0,0,0,0,ok,
702,0,702003031,potts,0.6,0.6,solution,lru,decomposition,12632256,827007,35.7765,3186,1,0,0,0,0,0,0,0,0,0,0,ok,
703,0,703003034,potts,0.6,0.6,solution,lru,decomposition,12632256,715787,34.7809,3180,1,0,0,0,0,0,0,0,0,0,0,ok,
704,0,704003037,potts,0.6,0.6,solution,lru,decomposition,12632256,858734,35.7165,3216,1,0,0,0,0,0,0,0,0,0,0,ok,
705,0,705003040,potts,0.6,0.6,solution,lru,decomposition,12389328,786825,36.1302,3226,1,0,0,0,0,0,0,0,0,0,0,ok,
706,0,706003043,potts,0.6,0.6,solution,lru,decomposition,12389328,771188,36.105,3216,1,0,0,0,0,0,0,0,0,0,0,ok,
707,0,707003046,potts,0.6,0.6,solution,lru,decomposition,12389328,743509,37.9994,3246,1,0,0,0,0,0,0,0,0,0,0,ok,
708,0,708003049,potts,0.6,0.6,solution,lru,decomposition,12389328,683772,37.0864,3286,1,0,0,0,0,0,0,0,0,0,0,ok,
709,0,709003052,potts,0.6,0.6,solution,lru,decomposition,12389328,821819,36.6986,3226,1,0,0,0,0,0,0,0,0,0,0,ok,
710,0,710003055,potts,0.6,0.6,solution,lru,decomposition,12389328,814813,36.0775,3198,1,0,0,0,0,0,0,0,0,0,0,ok,
711,0,711003058,potts,0.6,0.6,solution,lru,decomposition,12389328,826616,36.9037,3234,1,0,0,0,0,0,0,0,0,0,0,ok,
712,0,712003061,potts,0.6,0.6,solution,lru,decomposition,12389328,740570,36.7077,3258,1,0,0,0,0,0,0,0,0,0,0,ok,
713,0,713003064,potts,0.6,0.6,solution,lru,decomposition,12389328,783537,36.4995,3230,1,0,0,0,0,0,0,0,0,0,0,ok,
714,0,714003067,potts,0.6,0.6,solution,lru,decomposition,12389328,780826,37.0469,3256,1,0,0,0,0,0,0,0,0,0,0,ok,
715,0,715003070,potts,0.6,0.6,solution,lru,decomposition,12389328,840135,37.0686,3214,1,0,0,0,0,0,0,0,0,0,0,ok,
716,0,716003073,potts,0.6,0.6,solution,lru,decomposition,12389328,801046,36.817,3254,1,0,0,0,0,0,0,0,0,0,0,ok,
717,0,717003076,potts,0.6,0.6,solution,lru,decomposition,12389328,789453,37.6796,3256,1,0,0,0,0,0,0,0,0,0,0,ok,
718,0,718003079,potts,0.6,0.6,solution,lru,decomposition,12389328,849601,37.8404,3294,1,0,0,0,0,0,0,0,0,0,0,ok,
719,0,719003082,potts,0.6,0.6,solution,lru,decomposition,12389328,740210,38.1263,3268,1,0,0,0,0,0,0,0,0,0,0,ok,
720,0,720003085,potts,0.6,0.6,solution,lru,decomposition,12389328,802932,37.6809,3266,1,0,0,0,0,0,0,0,0,0,0,ok,
721,0,721003088,potts,0.6,0.6,solution,lru,decomposition,12389328,751132,37.6799,3234,1,0,0,0,0,0,0,0,0,0,0,ok,
722,0,722003091,potts,0.6,0.6,solution,lru,decomposition,12389328,917697,37.8309,3268,1,0,0,0,0,0,0,0,0,0,0,ok,
723,0,723003094,potts,0.6,0.6,solution,lru,decomposition,12389328,830349,37.9101,3238,1,0,0,0,0,0,0,0,0,0,0,ok,
724,0,724003097,potts,0.6,0.6,solution,lru,decomposition,12389328,827248,37.375,3270,1,0,0,0,0,0,0,0,0,0,0,ok,
725,0,725003100,potts,0.6,0.6,solution,lru,decomposition,12389328,830477,37.6928,3264,1,0,0,0,0,0,0,0,0,0,0,ok,
726,0,726003103,potts,0.6,0.6,solution,lru,decomposition,12389328,751864,38.5861,3326,1,0,0,0,0,0,0,0,0,0,0,ok,
727,0,727003106,potts,0.6,0.6,solution,lru,decomposition,12389328,885919,37.8148,3272,1,0,0,0,0,0,0,0,0,0,0,ok,
728,0,728003109,potts,0.6,0.6,solution,lru,decomposition,12389328,812455,38.7085,3300,1,0,0,0,0,0,0,0,0,0,0,ok,
729,0,729003112,potts,0.6,0.6,solution,lru,decomposition,12389328,909093,39.5406,3336,1,0,0,0,0,0,0,0,0,0,0,ok,
730,0,730003115,potts,0.6,0.6,solution,lru,decomposition,12389328,929714,39.8183,3334,1,0,0,0,0,0,0,0,0,0,0,ok,
731,0,731003118,potts,0.6,0.6,solution,lru,decomposition,12389328,862412,38.8477,3298,1,0,0,0,0,0,0,0,0,0,0,ok,
732,0,732003121,potts,0.6,0.6,solution,lru,decomposition,12389328,914559,38.9539,3294,1,0,0,0,0,0,0,0,0,0,0,ok,
733,0,733003124,potts,0.6,0.6,solution,lru,decomposition,12389328,729033,40.3661,3322,1,0,0,0,0,0,0,0,0,0,0,ok,
734,0,734003127,potts,0.6,0.6,solution,lru,decomposition,12389328,838113,39.3752,3308,1,0,0,0,0,0,0,0,0,0,0,ok,
735,0,735003130,potts,0.6,0.6,solution,lru,decomposition,12389328,830710,40.1829,3342,1,0,0,0,0,0,0,0,0,0,0,ok,
736,0,736003133,potts,0.6,0.6,solution,lru,decomposition,12389328,977730,38.9966,3316,1,0,0,0,0,0,0,0,0,0,0,ok,
737,0,737003136,potts,0.6,0.6,solution,lru,decomposition,12389328,806111,39.6165,3354,1,0,0,0,0,0,0,0,0,0,0,ok,
738,0,738003139,potts,0.6,0.6,solution,lru,decomposition,12389328,873917,39.3465,3332,1,0,0,0,0,0,0,0,0,0,0,ok,
739,0,739003142,potts,0.6,0.6,solution,lru,decomposition,12389328,871251,40.5953,3348,1,0,0,0,0,0,0,0,0,0,0,ok,
740,0,740003145,potts,0.6,0.6,solution,lru,decomposition,12389328,966220,40.366,3366,1,0,0,0,0,0,0,0,0,0,0,ok,
741,0,741003148,potts,0.6,0.6,solution,lru,decomposition,12389328,984359,39.9146,3348,1,0,0,0,0,0,0,0,0,0,0,ok,
742,0,742003151,potts,0.6,0.6,solution,lru,decomposition,12389328,978056,38.8755,3332,1,0,0,0,0,0,0,0,0,0,0,ok,
743,0,743003154,potts,0.6,0.6,solution,lru,decomposition,12389328,839945,40.9326,3358,1,0,0,0,0,0,0,0,0,0,0,ok,
744,0,744003157,potts,0.6,0.6,solution,lru,decomposition,12389328,860015,40.926,3390,1,0,0,0,0,0,0,0,0,0,0,ok,
745,0,745003160,potts,0.6,0.6,solution,lru,decomposition,12389328,860259,41.1897,3394,1,0,0,0,0,0,0,0,0,0,0,ok,
746,0,746003163,potts,0.6,0.6,solution,lru,decomposition,12389328,885309,41.8279,3424,1,0,0,0,0,0,0,0,0,0,0,ok,
747,0,747003166,potts,0.6,0.6,solution,lru,decomposition,12389328,875526,41.2384,3372,1,0,0,0,0,0,0,0,0,0,0,ok,
748,0,748003169,potts,0.6,0.6,solution,lru,decomposition,12389328,992232,40.8566,3358,1,0,0,0,0,0,0,0,0,0,0,ok,
749,0,749003172,potts,0.6,0.6,solution,lru,decomposition,12389328,954373,42.2304,3458,1,0,0,0,0,0,0,0,0,0,0,ok,
750,0,750003175,potts,0.6,0.6,solution,lru,decomposition,12389328,953774,41.8905,3410,1,0,0,0,0,0,0,0,0,0,0,ok,
751,0,751003178,potts,0.6,0.6,solution,lru,decomposition,12389328,912344,41.4656,3438,1,0,0,0,0,0,0,0,0,0,0,ok,
752,0,752003181,potts,0.6,0.6,solution,lru,decomposition,12389328,948224,41.1566,3394,1,0,0,0,0,0,0,0,0,0,0,ok,
753,0,753003184,potts,0.6,0.6,solution,lru,decomposition,12389328,945215,41.4169,3414,1,0,0,0,0,0,0,0,0,0,0,ok,
754,0,754003187,potts,0.6,0.6,solution,lru,decomposition,12389328,787250,41.509,3480,1,0,0,0,0,0,0,0,0,0,0,ok,
755,0,755003190,potts,0.6,0.6,solution,lru,decomposition,12389328,768760,42.1308,3440,1,0,0,0,0,0,0,0,0,0,0,ok,
756,0,756003193,potts,0.6,0.6,solution,lru,decomposition,12389328,825922,43.1268,3380,1,0,0,0,0,0,0,0,0,0,0,ok,
757,0,757003196,potts,0.6,0.6,solution,lru,decomposition,12389328,985651,47.7079,3456,1,0,0,0,0,0,0,0,0,0,0,ok,
758,0,758003199,potts,0.6,0.6,solution,lru,decomposition,12389328,1060263,47.296,3394,1,0,0,0,0,0,0,0,0,0,0,ok,
759,0,759003202,potts,0.6,0.6,solution,lru,decomposition,12389328,826152,45.2567,3472,1,0,0,0,0,0,0,0,0,0,0,ok,
760,0,760003205,potts,0.6,0.6,solution,lru,decomposition,12389328,1013466,41.7779,3348,1,0,0,0,0,0,0,0,0,0,0,ok,
761,0,761003208,potts,0.6,0.6,solution,lru,decomposition,12389328,862170,42.3854,3472,1,0,0,0,0,0,0,0,0,0,0,ok,
762,0,762003211,potts,0.6,0.6,solution,lru,decomposition,12389328,962234,41.9704,3446,1,0,0,0,0,0,0,0,0,0,0,ok,
763,0,763003214,potts,0.6,0.6,solution,lru,decomposition,12389328,898231,42.7586,3458,1,0,0,0,0,0,0,0,0,0,0,ok,
764,0,764003217,potts,0.6,0.6,solution,lru,decomposition,12389328,891004,43.5494,3454,1,0,0,0,0,0,0,0,0,0,0,ok,
765,0,765003220,potts,0.6,0.6,solution,lru,decomposition,12389328,923971,44.0518,3462,1,0,0,0,0,0,0,0,0,0,0,ok,
766,0,766003223,potts,0.6,0.6,solution,lru,decomposition,12389328,944152,43.7077,3504,1,0,0,0,0,0,0,0,0,0,0,ok,
767,0,767003226,potts,0.6,0.6,solution,lru,decomposition,12389328,995990,43.6606,3466,1,0,0,0,0,0,0,0,0,0,0,ok,
768,0,768003229,potts,0.6,0.6,solution,lru,decomposition,12389328,937378,43.8379,3460,1,0,0,0,0,0,0,0,0,0,0,ok,
769,0,769003232,potts,0.6,0.6,solution,lru,decomposition,12155567,911274,44.4519,3530,1,0,0,0,0,0,0,0,0,0,0,ok,
770,0,770003235,potts,0.6,0.6,solution,lru,decomposition,12155567,922803,44.0601,3514,1,0,0,0,0,0,0,0,0,0,0,ok,
771,0,771003238,potts,0.6,0.6,solution,lru,decomposition,12155567,912919,43.8542,3488,1,0,0,0,0,0,0,0,0,0,0,ok,
772,0,772003241,potts,0.6,0.6,solution,lru,decomposition,12155567,1090583,44.392,3466,1,0,0,0,0,0,0,0,0,0,0,ok,
773,0,773003244,potts,0.6,0.6,solution,lru,decomposition,12155567,999415,44.3882,3512,1,0,0,0,0,0,0,0,0,0,0,ok,
774,0,774003247,potts,0.6,0.6,solution,lru,decomposition,12155567,921102,44.012,3566,1,0,0,0,0,0,0,0,0,0,0,ok,
775,0,775003250,potts,0.6,0.6,solution,lru,decomposition,12155567,896444,44.0931,3512,1,0,0,0,0,0,0,0,0,0,0,ok,
776,0,776003253,potts,0.6,0.6,solution,lru,decomposition,12155567,954789,44.5585,3504,1,0,0,0,0,0,0,0,0,0,0,ok,
777,0,777003256,potts,0.6,0.6,solution,lru,decomposition,12155567,995533,45.1284,3530,1,0,0,0,0,0,0,0,0,0,0,ok,
778,0,778003259,potts,0.6,0.6,solution,lru,decomposition,12155567,914218,46.6008,3534,1,0,0,0,0,0,0,0,0,0,0,ok,
779,0,779003262,potts,0.6,0.6,solution,lru,decomposition,12155567,960500,46.0465,3514,1,0,0,0,0,0,0,0,0,0,0,ok,
780,0,780003265,potts,0.6,0.6,solution,lru,decomposition,12155567,942141,45.1926,3522,1,0,0,0,0,0,0,0,0,0,0,ok,
781,0,781003268,potts,0.6,0.6,solution,lru,decomposition,12155567,891055,44.798,3522,1,0,0,0,0,0,0,0,0,0,0,ok,
782,0,782003271,potts,0.6,0.6,solution,lru,decomposition,12155567,933125,47.0164,3618,1,0,0,0,0,0,0,0,0,0,0,ok,
783,0,783003274,potts,0.6,0.6,solution,lru,decomposition,12155567,902684,46.6642,3584,1,0,0,0,0,0,0,0,0,0,0,ok,
784,0,784003277,potts,0.6,0.6,solution,lru,decomposition,12155567,854495,45.2388,3534,1,0,0,0,0,0,0,0,0,0,0,ok,
785,0,785003280,potts,0.6,0.6,solution,lru,decomposition,12155567,1015559,45.5585,3544,1,0,0,0,0,0,0,0,0,0,0,ok,
786,0,786003283,potts,0.6,0.6,solution,lru,decomposition,12155567,941496,47.2292,3560,1,0,0,0,0,0,0,0,0,0,0,ok,
787,0,787003286,potts,0.6,0.6,solution,lru,decomposition,12155567,1033490,46.0737,3588,1,0,0,0,0,0,0,0,0,0,0,ok,
788,0,788003289,potts,0.6,0.6,solution,lru,decomposition,12155567,965739,47.0227,3610,1,0,0,0,0,0,0,0,0,0,0,ok,
789,0,789003292,potts,0.6,0.6,solution,lru,decomposition,12155567,1038144,46.2858,3542,1,0,0,0,0,0,0,0,0,0,0,ok,
790,0,790003295,potts,0.6,0.6,solution,lru,decomposition,12155567,1001033,45.7836,3550,1,0,0,0,0,0,0,0,0,0,0,ok,
791,0,791003298,potts,0.6,0.6,solution,lru,decomposition,12155567,931578,46.9891,3608,1,0,0,0,0,0,0,0,0,0,0,ok,
792,0,792003301,potts,0.6,0.6,solution,lru,decomposition,12155567,1019295,47.368,3584,1,0,0,0,0,0,0,0,0,0,0,ok,
793,0,793003304,potts,0.6,0.6,solution,lru,decomposition,12155567,842275,47.0676,3564,1,0,0,0,0,0,0,0,0,0,0,ok,
794,0,794003307,potts,0.6,0.6,solution,lru,decomposition,12155567,922977,46.056,3568,1,0,0,0,0,0,0,0,0,0,0,ok,
795,0,795003310,potts,0.6,0.6,solution,lru,decomposition,12155567,1067065,47.6663,3614,1,0,0,0,0,0,0,0,0,0,0,ok,
796,0,796003313,potts,0.6,0.6,solution,lru,decomposition,12155567,985717,46.7397,3596,1,0,0,0,0,0,0,0,0,0,0,ok,
797,0,797003316,potts,0.6,0.6,solution,lru,decomposition,12155567,975691,46.4734,3572,1,0,0,0,0,0,0,0,0,0,0,ok,
798,0,798003319,potts,0.6,0.6,solution,lru,decomposition,12155567,1073813,48.0689,3644,1,0,0,0,0,0,0,0,0,0,0,ok,
799,0,799003322,potts,0.6,0.6,solution,lru,decomposition,12155567,966830,48.3894,3590,1,0,0,0,0,0,0,0,0,0,0,ok,
800,0,800003325,potts,0.6,0.6,solution,lru,decomposition,12155567,1119089,48.4981,3670,1,0,0,0,0,0,0,0,0,0,0,ok,
801,0,801003328,potts,0.6,0.6,solution,lru,decomposition,12155567,1129441,49.0017,3640,1,0,0,0,0,0,0,0,0,0,0,ok,
802,0,802003331,potts,0.6,0.6,solution,lru,decomposition,12155567,1051389,48.2793,3666,1,0,0,0,0,0,0,0,0,0,0,ok,
803,0,803003334,potts,0.6,0.6,solution,lru,decomposition,12155567,1060302,48.2695,3588,1,0,0,0,0,0,0,0,0,0,0,ok,
804,0,804003337,potts,0.6,0.6,solution,lru,decomposition,12155567,931518,48.2258,3614,1,0,0,0,0,0,0,0,0,0,0,ok,
805,0,805003340,potts,0.6,0.6,solution,lru,decomposition,12155567,1057581,48.6817,3654,1,0,0,0,0,0,0,0,0,0,0,ok,
806,0,806003343,potts,0.6,0.6,solution,lru,decomposition,12155567,986509,49.044,3644,1,0,0,0,0,0,0,0,0,0,0,ok,
807,0,807003346,potts,0.6,0.6,solution,lru,decomposition,12155567,1038384,51.63,3736,1,0,0,0,0,0,0,0,0,0,0,ok,
808,0,808003349,potts,0.6,0.6,solution,lru,decomposition,12155567,1042928,48.9815,3668,1,0,0,0,0,0,0,0,0,0,0,ok,
809,0,809003352,potts,0.6,0.6,solution,lru,decomposition,12155567,1035629,50.1673,3670,1,0,0,0,0,0,0,0,0,0,0,ok,
810,0,810003355,potts,0.6,0.6,solution,lru,decomposition,12155567,889728,52.4715,3690,1,0,0,0,0,0,0,0,0,0,0,ok,
811,0,811003358,potts,0.6,0.6,solution,lru,decomposition,12155567,1145139,50.1521,3638,1,0,0,0,0,0,0,0,0,0,0,ok,
812,0,812003361,potts,0.6,0.6,solution,lru,decomposition,12155567,938277,49.372,3662,1,0,0,0,0,0,0,0,0,0,0,ok,
813,0,813003364,potts,0.6,0.6,solution,lru,decomposition,12155567,996353,50.8479,3750,1,0,0,0,0,0,0,0,0,0,0,ok,
814,0,814003367,potts,0.6,0.6,solution,lru,decomposition,12155567,946907,51.1027,3706,1,0,0,0,0,0,0,0,0,0,0,ok,
815,0,815003370,potts,0.6,0.6,solution,lru,decomposition,12155567,1153599,51.8056,3690,1,0,0,0,0,0,0,0,0,0,0,ok,
816,0,816003373,potts,0.6,0.6,solution,lru,decomposition,12155567,1014853,50.5505,3774,1,0,0,0,0,0,0,0,0,0,0,ok,
817,0,817003376,potts,0.6,0.6,solution,lru,decomposition,12155567,1122420,49.6831,3696,1,0,0,0,0,0,0,0,0,0,0,ok,
818,0,818003379,potts,0.6,0.6,solution,lru,decomposition,12155567,897810,50.3069,3686,1,0,0,0,0,0,0,0,0,0,0,ok,
819,0,819003382,potts,0.6,0.6,solution,lru,decomposition,12155567,997927,51.5368,3752,1,0,0,0,0,0,0,0,0,0,0,ok,
820,0,820003385,potts,0.6,0.6,solution,lru,decomposition,12155567,1008792,51.0862,3734,1,0,0,0,0,0,0,0,0,0,0,ok,
821,0,821003388,potts,0.6,0.6,solution,lru,decomposition,12155567,1056850,50.4141,3698,1,0,0,0,0,0,0,0,0,0,0,ok,
822,0,822003391,potts,0.6,0.6,solution,lru,decomposition,12155567,1110367,51.0744,3696,1,0,0,0,0,0,0,0,0,0,0,ok,
823,0,823003394,potts,0.6,0.6,solution,lru,decomposition,12155567,1031193,50.5158,3656,1,0,0,0,0,0,0,0,0,0,0,ok,
